Lot No.,Vendor,Item Description,Reserve
573,5449323363958784,Kicwihpe,"$6,715.68"
574,3939368829976576,Faldimfa,"$1,485.09"
575,8.95563E+15,Rereis,$855.29
576,6128864524763136,Zuzlahhe,"$7,236.67"
577,4455003599142912,Ezazojjis,"$3,929.37"
578,1558205343727616,Lilbuulo,"$1,404.55"
579,3.64661E+15,Bibafza,"$1,668.68"
580,2876569118834688,Muludkek,"$8,040.80"
581,3.88534E+15,Ozujugma,"$9,367.94"
582,4.68636E+15,Rupkobow,"$1,748.56"
583,7612228349984768,Ikacza,"$3,287.25"
584,4414344441888768,Juvaheduv,"$1,795.72"
585,8077722918060032,Mefekpo,"$3,823.46"
586,7300948623884288,Caacali,"$7,214.41"
587,2.54392E+15,Seminja,"$6,626.75"
588,6979250030641152,Nonuracu,"$5,171.29"
589,329512359297024,Deotsub,"$9,123.87"
590,4303077725175808,Bifcenwa,$648.51
591,7349840545579008,Muihnod,"$3,899.17"
592,1767822927593472,Ajobakfe,"$4,283.29"
593,3671308602703872,Walies,"$8,103.22"
594,7.63576E+15,Bepaci,"$9,465.59"
595,4537096683388928,Cuhalboh,"$8,248.21"
596,5714408162459648,Gunizapi,"$3,503.57"
597,6.68342E+15,Zolfiavu,"$7,688.66"
598,122424662163456,Hogmihij,$708.26
599,2528247728308224,Letamfad,"$5,871.12"
600,8317301585608704,Coroptum,"$9,976.52"
601,360443119927296,Enrunule,$784.28
602,4009508990877696,Jajoso,"$5,309.99"
603,5305251976445952,Nazavada,"$5,264.69"
604,2.06343E+15,Butezo,"$8,209.32"
605,907444586807296,Notiume,"$2,950.52"
606,4593997395787776,Zekowwuw,"$8,195.57"
607,6693372542582784,Vizaih,"$9,356.85"
608,3420196618371072,Neleati,"$2,570.68"
609,8276812469633024,Lipirbed,$391.32
610,4890425416482816,Pomotmu,"$3,852.05"
611,7761219169550336,Sajfupvi,"$1,292.03"
612,4084251158904832,Tuarifej,"$7,786.19"
613,2004843906465792,Obihurpuv,"$5,847.06"
614,1728907657084928,Dipjarep,"$2,897.73"
615,7895606464872448,Lobusci,"$2,576.28"
616,4.54449E+15,Elinomno,"$6,237.78"
617,5548003154722816,Cicvomoj,$493.29
618,3515454490411008,Civruber,$427.35
619,1.70216E+15,Vuocoife,$356.60
620,6553126182060032,Razirvac,$783.56
621,2072099132801024,Lurvosu,$484.16
622,4279978581557248,Jilarpeg,"$7,130.72"
623,8879293696311296,Ibiwipmu,$8.58
624,2173278170906624,Lokdozu,"$2,159.77"
625,4639917512589312,Pilunbi,"$5,423.93"
626,6720813365460992,Koluwete,$242.58
627,2789665214038016,Riogese,"$6,688.16"
628,4365956010737664,Nozelza,$705.50
629,8753512787738624,Setowki,"$7,572.78"
630,4672709977964544,Nidlorpoc,"$7,133.72"
631,5212495010594816,Ipipetu,"$3,788.21"
632,8934866521423872,Kutawta,$144.86
633,3.47628E+15,Ebjinog,"$3,974.60"
634,1.9146E+15,Bulsoewa,$305.38
635,6026429707845632,Dekfarvud,"$2,769.64"
636,6623555387129856,Cecikad,"$5,163.96"
637,4404444768763904,Razugi,"$7,471.38"
638,6991208442232832,Jowvosvuz,"$5,377.99"
639,8397272242978816,Kihiciz,"$9,135.70"
640,5948569485836288,Roduaki,"$2,896.84"
641,2.79759E+15,Mubinib,"$9,724.23"
642,6056154490732544,Efdorbuh,"$4,309.75"
643,3.53104E+15,Jiluhuf,"$3,347.23"
644,3737901393248256,Kagzujri,"$8,505.84"
645,2210115922952192,Riifwe,"$4,296.66"
646,6844515191095296,Viogfu,"$7,227.09"
647,3232892968763392,Tipmuhus,"$2,196.71"
648,611499934482432,Ukuvecmev,"$2,510.22"
649,7091494821298176,Feemuji,"$8,550.11"
650,1274931008503808,Firmetovu,"$8,429.14"
651,6365342580342784,Cuwhimvic,$618.25
652,2873739576344576,Pucifeg,"$1,711.61"
653,4830541977223168,Awanituv,"$2,689.13"
654,801411562471424,Bufajva,"$1,897.56"
655,137611179982848,Siewug,"$2,178.08"
656,7.11509E+15,Saufaad,"$5,015.09"
657,5.39352E+15,Ojdubjo,"$7,500.85"
658,1603674788855808,Robunori,"$5,120.36"
659,2702253446135808,Rirzufo,"$3,892.05"
660,7952708810047488,Emlonpa,"$4,177.34"
661,6197006632484864,Opzutos,"$6,593.85"
662,3988727070195712,Jeppiffe,"$7,853.32"
663,2259540957462528,Zofvelkod,"$7,274.23"
664,3444306362761216,Gubufi,"$1,995.99"
665,2811818709876736,Durote,"$1,510.71"
666,2081774964310016,Hivevgar,"$3,533.33"
667,1.37039E+15,Jorima,"$3,690.51"
668,6913230905540608,Kotgafa,"$7,042.92"
669,1422220693864448,Gejukar,"$1,181.86"
670,1.21484E+15,Fosumiv,"$4,833.67"
671,1657414032031744,Favijocu,"$2,208.45"
672,209137988272128,Tumovan,"$3,324.30"
673,4952750137802752,Ewsubgeg,"$3,438.42"
674,2351527471611904,Gootiaso,"$3,606.07"
675,3.34284E+15,Icvulzo,"$9,890.58"
676,4262594617540608,Ucuabuir,$750.13
677,5.76992E+15,Ertognam,"$1,968.96"
678,3108410308427776,Bemivro,"$1,662.65"
679,6200828681519104,Banozi,"$7,956.24"
680,5989683431473152,Dulieta,"$9,397.09"
681,928167799816192,Falfoip,$89.56
682,6995684498604032,Hokebib,$111.58
683,4227427188342784,Lenpuhsi,"$2,580.41"
684,6497957004181504,Rupizegod,"$8,446.23"
685,944646901465088,Nehsiec,"$9,225.56"
686,6.42684E+15,Agajvi,"$2,718.21"
687,4855946591338496,Wubgupoc,"$5,940.43"
688,8843759183724544,Nihrobsac,$554.70
689,5010651833434112,Wirnurpa,$585.33
690,6133200615112704,Ibhuzdif,"$5,983.54"
691,6812327693254656,Ugoendos,"$7,688.64"
692,4535836500557824,Pohomsit,$172.34
693,8479857256169472,Mifotta,"$5,927.76"
694,6.01035E+15,Mezehilef,"$8,665.06"
695,8011877646860288,Bozgaha,$748.65
696,6240079345352704,Wawzuzvuv,"$1,994.09"
697,6675495896743936,Rociczet,"$1,494.17"
698,753986932047872,Etvengiv,"$6,654.52"
699,4976546611724288,Femlivle,"$8,724.65"
700,5873070111719424,Reosotud,"$1,201.09"
701,3885697396113408,Ogaufora,"$4,577.59"
702,2381024386351104,Gaseir,"$1,902.55"
703,5115660466126848,Pokuev,"$5,110.64"
704,4534300215083008,Kuzusu,"$9,042.61"
705,5.72803E+15,Gonuuha,"$1,154.58"
706,6525545732898816,Pulnodo,"$4,675.87"
707,7772331606802432,Atudezja,$179.36
708,5.48569E+15,Vararje,$367.84
709,6302474444996608,Iloanubu,"$9,188.43"
710,3030666851647488,Wijiwog,"$2,222.64"
711,8216336698179584,Omfija,"$8,763.43"
712,8351617298464768,Jovhadjam,"$4,732.31"
713,8449519463170048,Koujpo,"$5,583.18"
714,5594051980034048,Menivi,"$1,050.57"
715,7.58434E+15,Cadzetzot,"$6,597.69"
716,7.43764E+15,Wopopmum,"$5,149.28"
717,8368404616445952,Ehpirta,"$2,020.71"
718,4733565134700544,Keljune,"$8,951.47"
719,8405067275173888,Ekapakop,"$6,561.91"
720,6.35278E+15,Sejahguf,"$9,904.06"
721,6552344034541568,Ogtiwva,"$4,462.74"
722,4127912963866624,Bijala,$59.84
723,8881877410643968,Jecfigpic,"$3,297.63"
724,8459418217742336,Ganfiwifi,"$3,306.27"
725,3285608826929152,Noduvu,"$2,315.96"
726,5641374554652672,Sukwuuso,"$6,650.53"
727,272352331956224,Jelihij,"$2,060.37"
728,458658362163200,Tukpakzen,"$4,990.20"
729,7325291179409408,Omezeca,"$4,388.63"
730,8989187051094016,Lejiduse,"$6,535.34"
731,6571101752655872,Obifojid,"$3,794.71"
732,8388442375323648,Liawne,"$9,405.81"
733,4990259823640576,Upalaltev,"$4,827.32"
734,7670189762019328,Tuvojizo,"$1,880.14"
735,3291754627334144,Erivohrih,"$9,915.62"
736,5.69074E+15,Zefotateg,"$4,265.85"
737,1338194794643456,Zuoffak,"$5,978.19"
738,1532811089543168,Ozzewbik,"$2,883.06"
739,8531239315177472,Agetouko,"$8,988.60"
740,6325134879096832,Lubnumi,"$5,944.23"
741,8207231732416512,Gazkasu,"$6,471.15"
742,6042091333353472,Guficja,"$3,566.13"
743,1176978969329664,Ovuivhah,"$1,596.40"
744,4895380858732544,Jimmifjur,$327.21
745,8804653955284992,Faptizga,"$7,670.38"
746,7577330172035072,Wubtublev,"$3,836.76"
747,4078001901797376,Nohawhe,"$1,579.97"
748,6701840487940096,Ezebifzup,"$2,413.06"
749,3.4066E+15,Zasitvaz,"$8,242.06"
750,6.4674E+15,Cofvifofa,"$6,241.20"
751,4.06383E+15,Fipejnan,"$7,483.22"
752,6338649058705408,Mulisi,"$6,225.30"
753,8.85107E+15,Awuugade,$873.62
754,4595395227287552,Cigelab,"$1,105.95"
755,7539194878492672,Zofosub,"$9,048.00"
756,7697619681804288,Muvumno,"$2,679.16"
757,81890765701120,Emweili,"$2,908.10"
758,5.60602E+15,Ocaefved,"$8,152.44"
759,4.19121E+15,Nezejho,"$5,964.83"
760,3475866199785472,Accubgi,"$9,356.04"
761,789514645667840,Sefpuvleg,"$7,042.23"
762,4.9836E+15,Epovaen,$434.38
763,2265224704950272,Susodos,"$5,035.97"
764,2168004043341824,Revnepuf,"$4,647.15"
765,6411851281727488,Jukoaz,"$4,848.75"
766,3747015345307648,Mismanat,$541.15
767,1201373114793984,Nujfurdup,"$1,855.74"
768,2162066794217472,Taugoro,"$2,004.71"
769,4303049744973824,Sugireab,"$6,651.48"
770,8422155106648064,Damhoud,$791.28
771,7353374441734144,Rakoim,"$2,962.92"
772,5883351051272192,Bonzajsuf,"$4,478.59"
773,2088735241928704,Kegnanwu,"$9,030.29"
774,8774465162838016,Zinuas,$997.13
775,6959076609097728,Nevudsuz,"$9,131.23"
776,3540160723550208,Dobpafik,"$7,857.17"
777,4467128342151168,Bimizjat,"$2,906.94"
778,837466235863040,Iburfoj,$108.03
779,7291362812624896,Wognopfel,"$2,608.55"
780,5.11147E+15,Bukgelnah,"$5,650.09"
781,8.55327E+15,Isaejmas,"$1,641.85"
782,1.35103E+15,Sulkobubi,"$8,183.97"
783,5.08023E+15,Pabennov,"$5,781.69"
784,8050524802777088,Bojibwi,"$3,444.57"
785,4.21431E+15,Poveaju,$631.34
786,1037194603003904,Merfari,"$6,666.43"
787,276826953875456,Fiwufoca,"$3,905.40"
788,2850136138973184,Dimicpet,"$1,645.06"
789,4369143214112768,Cimsofup,"$7,617.71"
790,610406934511616,Aduejhit,"$3,608.86"
791,8.92454E+15,Resejit,"$6,196.84"
792,8250358929293312,Pepajo,"$6,558.36"
793,5296546033696768,Jikebsip,$547.06
794,2.49899E+15,Husruli,"$5,352.51"
795,5580831691112448,Rufneaf,"$9,672.62"
796,8859798611165184,Vidumit,"$2,151.85"
797,4300043540496384,Ozionbo,"$2,893.31"
798,516309242609664,Abuvvav,"$2,793.69"
799,8817381545607168,Tefuzge,"$1,530.76"
800,5.80223E+15,Zookmu,$739.26
801,7835960859426816,Jofzucus,"$6,791.60"
802,5125423178448896,Aturaon,"$5,606.16"
803,5970037554806784,Ezefaun,$439.87
804,2419183230910464,Mukdewof,"$5,301.71"
805,1781933463830528,Vedusaevo,"$3,585.40"
806,6103118630617088,Wuizupub,"$9,210.72"
807,58878249140224,Feaweoz,"$7,266.95"
808,1228542169841664,Fajevri,"$2,634.70"
809,7440130109341696,Piwofo,"$5,340.80"
810,2387248234364928,Maciteb,"$6,064.06"
811,5311455851184128,Denulo,"$5,070.76"
812,2371110653919232,Kudigneh,"$5,029.92"
813,6693571906240512,Alhice,"$7,214.74"
814,5081943288840192,Urautpah,"$3,456.10"
815,8806698095476736,Zacome,"$1,813.97"
816,752264975220736,Joizneb,"$7,026.09"
817,5786389312438272,Zoituv,"$5,819.54"
818,3043214126743552,Siveliuc,"$3,256.66"
819,8345918204018688,Paonrin,$89.46
820,6288459329175552,Enbewki,"$4,364.77"
821,2697696771047424,Esutoco,"$3,795.08"
822,1942562961096704,Lunukel,$813.09
823,877153247821824,Ulpalfu,"$1,914.81"
824,5987404802424832,Witurah,"$4,926.79"
825,8404136238252032,Nepefgu,"$7,148.59"
826,284119959339008,Ogujahep,"$8,742.66"
827,443899441053696,Fuwjapos,"$1,625.85"
828,1332644283416576,Ulevejbez,"$9,467.96"
829,4292304963633152,Fevagli,"$9,463.60"
830,6650913752088576,Vanimlif,"$7,697.73"
831,4.14792E+15,Inakacro,"$6,220.24"
832,5202637871906816,Afwiveku,"$7,933.11"
833,7.90108E+15,Gaspoco,"$4,823.02"
834,1552042692706304,Arinosag,"$9,688.69"
835,6045139864649728,Jiepnej,"$3,749.79"
836,1.73478E+15,Cablucval,"$4,416.24"
837,526646060777472,Fikotid,"$6,086.68"
838,1639748477124608,Afmunja,"$2,543.32"
839,1117937578541056,Peituse,"$3,758.25"
840,1.86051E+15,Odituwi,"$7,906.70"
841,6404870626082816,Emlofbop,"$1,402.74"
842,8290544581083136,Vuztuba,"$1,541.03"
843,7.71899E+15,Dodmijjo,"$1,965.17"
844,7835579838365696,Gemsiit,$197.87
845,6.2579E+15,Faneezi,"$7,657.48"
846,6488682603216896,Bizorze,$533.56
847,7088905763422208,Kanudle,"$1,124.06"
848,1621788222029824,Jesomcat,"$4,203.39"
849,6.69414E+15,Usbagrer,"$6,949.48"
850,6387510389243904,Obbofoj,"$3,916.72"
851,8009467197128704,Pabsepfog,"$5,244.24"
852,1123518372642816,Ohpusus,"$3,044.64"
853,6993346117500928,Parsiknas,"$6,586.53"
854,4.17358E+15,Gokavva,"$8,571.11"
855,4963814355238912,Zionse,"$6,827.60"
856,8699776690290688,Apitaphot,"$3,687.32"
857,862344940879872,Sorerson,"$8,220.38"
858,4352356388962304,Hikihbo,"$4,576.70"
859,7875757013467136,Coplecu,"$3,806.17"
860,6177060309434368,Irasocir,"$7,093.38"
861,6325444766859264,Pazgavale,"$6,350.05"
862,8541130272538624,Alihomeh,"$5,928.24"
863,8730921322676224,Hozowow,"$7,100.97"
864,4993154627403776,Andojek,"$3,015.29"
865,8.26352E+15,Mazuvid,"$6,836.87"
866,3083583233196032,Ticbaawo,$64.01
867,6103547527561216,Hufehizu,"$4,908.23"
868,4657864545140736,Basfoaz,"$3,356.41"
869,1430943288000512,Risjoiki,"$5,506.83"
870,4179880262500352,Lilkifoc,"$6,933.46"
871,7118994385403904,Ridulir,"$2,373.79"
872,5420905685581824,Nejipsas,$693.63
873,6285127527170048,Pogekce,"$1,060.22"
874,6542789814779904,Vehaba,"$4,531.29"
875,1064334255980544,Lojhewoz,"$7,571.54"
876,2492595764723712,Gosibse,"$4,177.58"
877,5436093782556672,Mucutiaj,$666.04
878,6849795199074304,Puotuohu,"$8,106.82"
879,1815036366422016,Cecfiovu,$777.16
880,4843826141200384,Hiklozaj,"$2,043.78"
881,8041553396236288,Jijbejpe,$647.62
882,6.47108E+15,Rupbevfa,"$4,121.35"
883,1359105476263936,Hatliho,"$9,640.50"
884,8606576894017536,Okuruvi,"$7,827.34"
885,6.94278E+15,Wedefoh,"$9,048.51"
886,960863330631680,Umdajot,"$1,765.87"
887,3468725323825152,Rozehhe,"$5,072.02"
888,5447013680283648,Nuvewwol,"$2,458.11"
889,2151790514536448,Ilufolze,"$4,205.45"
890,8410931413385216,Wojfiwduz,"$9,500.50"
891,552433434492928,Hehahmoj,"$3,745.50"
892,8140340399702016,Figezi,"$7,481.43"
893,1911358591336448,Gigdupa,"$5,459.42"
894,4668993845592064,Owuwuhme,"$5,585.38"
895,6525766013550592,Jejomin,"$8,445.20"
896,8970321256251392,Selcofuj,"$3,438.17"
897,1720344184356864,Ufwoizi,"$6,110.61"
898,252406824697856,Bufwubda,"$4,863.47"
899,645943221288960,Capwucuf,"$6,102.93"
900,7.31897E+15,Nadurmin,"$2,058.45"
901,7994138328825856,Zucimzuw,"$5,141.22"
902,7.00563E+15,Jibkuvrod,"$5,050.13"
903,4.61745E+15,Josuzmoz,$714.29
904,6022547220987904,Zugrokaj,"$2,457.52"
905,8498816995033088,Bafecip,"$9,502.58"
906,2958780096577536,Vasdecur,$988.48
907,1508743718109184,Ogmeni,"$2,571.42"
908,7158145560346624,Rofecpu,"$8,040.00"
909,4.77958E+15,Retimri,"$1,848.69"
910,2414394711474176,Uhifotfuc,"$6,455.62"
911,4117672662925312,Omovovpoj,"$4,204.68"
912,3326211017146368,Gewahuge,"$3,226.66"
913,1.3385E+15,Fedebto,"$9,036.07"
914,415611746254848,Nurcuviv,"$4,527.90"
915,1009857165524992,Hogzusli,"$6,054.04"
916,6.10725E+15,Leakuv,"$9,950.36"
917,958236085714944,Unwumaw,"$4,841.27"
918,8737659253948416,Nutbawu,"$5,055.63"
919,5703491001516032,Nijook,$42.21
920,8578415821062144,Afuhiloru,"$9,674.94"
921,3692950284402688,Vunivsu,"$9,774.08"
922,3975502335311872,Jofipfo,"$3,680.54"
923,7356331761598464,Pilezuni,"$9,884.49"
924,5136396564037632,Hahetlob,"$5,507.03"
925,388059294072832,Soldohjej,"$3,049.29"
926,6610163509231616,Upafimez,"$5,104.77"
927,4169793049460736,Zaffemzul,"$6,108.23"
928,6.54741E+15,Vaburair,"$7,609.10"
929,2292586855268352,Leowohog,"$3,067.52"
930,1989602795585536,Makasino,"$2,572.39"
931,5469501730586624,Ihugfuj,"$3,257.37"
932,3478671278997504,Atpihoha,"$5,327.56"
933,1861888163971072,Midokazin,$917.73
934,3162227349651456,Ubleavo,"$1,083.47"
935,4243817504964608,Curitiku,"$6,795.50"
936,1438275006889984,Ramhimno,"$6,630.06"
937,2066709445869568,Rizovot,"$2,442.77"
938,5779821957218304,Tojrivwih,"$5,976.11"
939,3568493525991424,Pudamu,"$4,147.46"
940,6630183624769536,Doidepe,"$4,879.95"
941,6425697658601472,Vidwivjep,"$4,609.61"
942,7666166405267456,Satibaluw,$907.99
943,7745766774800384,Umegiuv,"$9,620.52"
944,4.66433E+15,Emmegno,"$7,004.53"
945,2183008687751168,Onajejge,"$9,227.76"
946,3323039104106496,Otouhewe,$105.18
947,7569622186328064,Jakoho,"$7,301.90"
948,5767874056552448,Ajarigo,$790.20
949,129653148745728,Zoamulub,"$1,109.12"
950,8055986411536384,Waedrub,"$2,342.93"
951,6048937639149568,Lawabuh,$66.33
952,5.22866E+15,Fuawebu,"$6,158.11"
953,2964644631150592,Magziboz,"$8,922.34"
954,6.60735E+15,Eclugbod,$312.76
955,6275508390068224,Mutajac,"$1,499.33"
956,7147095890853888,Kejtulo,"$7,227.10"
957,4757055554453504,Celekeeno,"$3,644.27"
958,1.83084E+15,Jitadig,"$1,030.25"
959,6707240127954944,Pousfuz,"$4,567.79"
960,7090235330527232,Rimofa,"$3,320.94"
961,1240186188988416,Hezsagbaj,"$9,589.61"
962,182675688128512,Ohapoata,"$2,750.52"
963,6104138087661568,Jaleglo,"$8,694.49"
964,6035351512547328,Zezoemi,"$1,121.60"
965,786213881511936,Cewovi,"$8,280.66"
966,5755823061991424,Pubcupij,"$6,567.65"
967,4.80865E+15,Ecvuwu,"$9,729.17"
968,319632476995584,Joogepo,"$3,696.41"
969,748389631262720,Tuvzeklo,"$1,088.85"
970,6759057639604224,Avkubug,"$5,493.27"
971,6671122435145728,Beahfep,"$9,209.00"
972,5551015430455296,Gulaaj,$8.65
973,2610038839443456,Pucerrec,"$9,518.84"
974,5.28623E+15,Fugsoci,"$6,172.96"
975,2123219930710016,Efisunfa,"$7,042.94"
976,6611461495324672,Esbikuh,"$6,801.76"
977,1190650080919552,Bociltig,"$1,151.02"
978,2608349384278016,Kazuale,"$5,664.46"
979,8502212701454336,Cujhousu,"$5,643.40"
980,5512766829887488,Jijubca,"$8,610.04"
981,1694979887988736,Ribuha,"$1,952.42"
982,1868435707396096,Zassemre,"$2,473.07"
983,834087507984384,Fonowilas,"$5,267.37"
984,6.29558E+15,Pagajeg,"$3,512.97"
985,2.94871E+15,Nacjaka,"$2,393.77"
986,5822675050037248,Tahnuet,"$9,718.50"
987,5836447399542784,Jalnifu,"$4,260.60"
988,6259659528732672,Ruppiwwe,"$6,047.63"
989,4689284902682624,Nejagi,"$9,466.32"
990,2.39998E+15,Julivgef,"$1,101.35"
991,5987308641714176,Perhihbe,"$9,696.76"
992,8934455985045504,Rarokvu,"$7,561.97"
993,1959237913673728,Bacirmab,"$9,055.15"
994,7423364150853632,Ehohueh,"$6,642.54"
995,6.42123E+15,Fouriwev,"$4,087.90"
996,959479417929728,Upudutfe,"$7,880.95"
997,4349169711972352,Nipewso,"$3,860.09"
998,5.45488E+15,Tiztorfeg,"$8,551.55"
999,8235932043968512,Ujziris,"$5,034.60"
1000,6.19911E+15,Dormadaj,"$8,368.80"
1001,2096277714108416,Nojitdej,"$5,920.03"
1002,578312036417536,Tiejiajo,"$5,776.37"
1003,5650431969591296,Fiabsa,"$5,664.13"
1004,5516681881321472,Obwodpoh,"$1,730.78"
1005,7054493078257664,Fizvuzse,"$5,212.81"
1006,8834083983458304,Evagepev,"$7,686.58"
1007,4538926039564288,Amuhafim,"$8,710.12"
1008,2319614828609536,Viztoki,"$6,582.13"
1009,7167800451792896,Akumvaz,"$1,139.08"
1010,1323158804103168,Muwotrej,"$6,037.89"
1011,8806535027228672,Buguna,"$9,961.08"
1012,3747616451985408,Gipahilaj,"$6,234.75"
1013,4.87043E+15,Cadezim,"$5,813.59"
1014,3703917896531968,Jottilvef,"$5,960.90"
1015,1.00487E+15,Bendiod,$13.38
1016,3383161459310592,Vamamega,"$5,940.57"
1017,4061623582982144,Aswuwuj,"$4,809.78"
1018,3779157739700224,Kapupsa,$277.36
1019,6381880976867328,Lonjakih,"$6,976.10"
1020,8.22174E+15,Unucuwu,"$9,771.85"
1021,6814167579230208,Juswegta,"$2,222.70"
1022,6063908269850624,Kuegoro,"$5,992.34"
1023,7317351540195328,Zofisobu,"$9,016.06"
1024,7.15035E+15,Viripzo,"$7,040.35"
1025,3633601331593216,Nunane,"$3,623.53"
1026,371203652976640,Gafrawife,"$4,165.06"
1027,2307144080687104,Jotuic,"$9,058.44"
1028,7457633030111232,Ponvotha,"$1,476.57"
1029,3701106228068352,Hunozhi,"$1,566.14"
1030,8341970869026816,Pewgige,"$4,506.93"
1031,1.12592E+15,Pilnunnih,"$4,164.66"
1032,8504246836133888,Koklopuf,"$1,911.56"
1033,7123911728693248,Nicdopi,"$3,134.88"
1034,3.73208E+15,Ofidiuh,"$9,697.82"
1035,2.43793E+15,Revzuzce,"$4,241.62"
1036,6273064339767296,Puncaoz,"$3,608.05"
1037,8447654539296768,Keropep,"$5,555.22"
1038,4191979592220672,Houhouwa,"$4,335.43"
1039,3.81192E+15,Topruckuf,"$7,478.10"
1040,3109002871308288,Dikvoraf,"$3,575.10"
1041,3.57328E+15,Alidola,"$5,821.18"
1042,7548323714039808,Hondiuga,"$5,981.37"
1043,7755190859988992,Hebessi,"$6,034.27"
1044,4687331808247808,Erzeepa,"$4,401.18"
1045,3970822194593792,Laeses,"$2,956.65"
1046,6642936234115072,Hinamawo,"$6,392.81"
1047,3637562870595584,Neebeno,$439.42
1048,1371841323073536,Woegova,"$5,493.86"
1049,4.55553E+15,Ikafike,"$7,031.80"
1050,5204032893222912,Vunamtak,"$6,047.04"
1051,3.92402E+15,Utjiozi,"$1,847.60"
1052,1230448703307776,Huhjuhhi,"$1,472.81"
1053,6.87209E+15,Fezsofej,"$2,630.06"
1054,1639786649485312,Bevzuvug,$925.49
1055,3809138257690624,Dedula,"$3,006.56"
1056,6818117936218112,Ihzascas,"$5,121.39"
1057,8604338228297728,Fudiru,"$8,546.76"
1058,5991385517785088,Senecu,"$7,507.72"
1059,6042057097347072,Ficuihu,"$9,274.03"
1060,2.62972E+15,Guuhbum,"$8,729.65"
1061,5.27275E+15,Rozuvobug,"$1,426.36"
1062,6498633115500544,Ostokza,"$8,463.19"
1063,4.76975E+15,Dicfiigo,"$9,804.85"
1064,8284407873929216,Difmaog,"$8,697.58"
1065,4.93833E+15,Pahoite,$506.30
1066,7634415190540288,Lepera,"$7,547.00"
1067,617951614992384,Ligihba,$159.00
1068,2.90735E+15,Zahmobo,"$7,955.15"
1069,723584863436800,Hekcejiv,"$4,086.37"
1070,728896502759424,Ribilfuf,"$7,555.86"
1071,269796604116992,Kosahunec,"$4,482.62"
1072,1026061401849856,Ehmoaje,"$8,780.14"
1073,2285585991467008,Iguatahot,"$8,536.84"
1074,2.98243E+15,Mawuez,"$1,532.82"
1075,8224393865986048,Nuusogu,"$6,491.01"
1076,4021713606017024,Epatosor,"$3,384.72"
1077,74887852982272,Edisefkow,"$3,977.07"
1078,1.33758E+15,Wiusju,"$2,497.08"
1079,4185495336648704,Husnelij,"$4,939.15"
1080,6237641697656832,Cewekazin,"$5,209.38"
1081,6003895910268928,Fazsoca,"$8,323.98"
1082,1759070490984448,Otjihve,$42.75
1083,8433567524716544,Ihopusivu,"$1,871.30"
1084,6402452658061312,Nitewni,"$7,629.27"
1085,1281090717220864,Lezaoco,"$5,867.53"
1086,3130054802407424,Tiempa,"$2,336.97"
1087,1427795905347584,Emozirad,"$1,881.28"
1088,4818442425204736,Bapevru,"$5,802.41"
1089,777681350164480,Hoduwmo,"$6,997.79"
1090,2327792943366144,Maiwnem,"$3,890.65"
1091,7821926682591232,Pajakfic,"$3,664.46"
1092,1404620949684224,Fomvejafi,"$3,188.02"
1093,1708337804607488,Jelkamok,$742.74
1094,3857251636871168,Ekonigwav,"$3,807.98"
1095,1.07216E+15,Fehelve,"$3,279.49"
1096,8316746956013568,Mogeldu,"$2,605.74"
1097,1.24108E+15,Dehepdi,"$6,487.99"
1098,5875907157819392,Buzufur,"$5,118.64"
1099,8691579181072384,Ocdeer,$816.77
1100,8713685902032896,Sozozwi,"$1,983.30"
1101,4.26567E+15,Ajjinzi,"$4,180.18"
1102,7708226860613632,Fidezila,"$7,397.32"
1103,2421120770768896,Kekrajjiz,"$4,847.51"
1104,8930289856282624,Sozuznid,"$7,139.85"
1105,5847383629889536,Galdewo,"$8,432.00"
1106,1821709327925248,Siolpep,"$1,546.46"
1107,7943168056098816,Guhipap,"$3,977.56"
1108,8.82563E+15,Wicasot,"$7,640.38"
1109,7606078657265664,Peehtov,"$1,242.24"
1110,7210698731945984,Nawdemmim,"$1,127.10"
1111,8973537559707648,Dahjuape,"$2,558.03"
1112,1439188098482176,Niatwop,"$9,962.38"
1113,8548757345927168,Okwilci,$225.40
1114,5003936270385152,Tacluvbu,"$6,445.42"
1115,4054423284219904,Colwojna,"$6,662.82"
1116,8540008065531904,Moajeugu,$63.07
1117,6861983825526784,Tivdewbut,"$9,005.23"
1118,1256818040897536,Ditbiep,$489.06
1119,6.00123E+15,Anapodi,"$8,070.06"
1120,2.91455E+15,Noaccib,"$7,429.38"
1121,2.43762E+15,Jilepu,"$5,875.22"
1122,4.25253E+15,Megowfa,"$3,858.33"
